id,category_id,category,question
149,0,Logistics & Transport,Can I bring my own wheelchair into the parking area if it's a manual one that is not an all-terrain one and is not electric?
150,1,Ticketing & Access,What is the ticket price for the opening ceremony?
151,1,Ticketing & Access,Can I buy tickets online or only at the gate?
152,1,Ticketing & Access,Do I need to show my ID to enter the venue?
153,1,Ticketing & Access,How much does a single-day pass cost?
154,1,Ticketing & Access,Is it possible to book tickets in advance?
155,1,Ticketing & Access,Can I purchase a ticket with a credit card?
156,1,Ticketing & Access,What is the procedure for buying a ticket?
157,1,Ticketing & Access,Are there any discounts for students or seniors?
158,1,Ticketing & Access,Do I need to show my passport to buy a ticket?
159,1,Ticketing & Access,How do I get a refund if I cancel my ticket?
160,1,Ticketing & Access,Is it possible to upgrade my ticket to a VIP pass?
161,1,Ticketing & Access,Can I transfer my ticket to someone else?
162,1,Ticketing & Access,What is the policy on lost or stolen tickets?
163,1,Ticketing & Access,Are there any restrictions on who can attend an event?
164,1,Ticketing & Access,Do I need to print out my ticket or can I show it on my phone?
165,1,Ticketing & Access,How much does a season pass cost for a group of people?
166,1,Ticketing & Access,Can I buy a ticket at the last minute?
167,1,Ticketing & Access,What is the process for replacing a lost ticket?
168,1,Ticketing & Access,Are there any special tickets for athletes and staff?
169,1,Ticketing & Access,Do I need to bring a valid ID to enter the venue?
170,1,Ticketing & Access,How do I know if my ticket is valid for a specific event?
171,1,Ticketing & Access,Can I exchange my ticket for a different event?
172,1,Ticketing & Access,What are the rules for using a disabled access pass?
173,1,Ticketing & Access,Are there any restrictions on taking food and drink into the venue?
174,1,Ticketing & Access,Do I need to show my ticket to security personnel?
175,1,Ticketing & Access,How do I report a problem with my ticket purchase?
176,1,Ticketing & Access,Is it possible to buy a ticket at a box office or only online?
177,1,Ticketing & Access,What is the policy on using a credit card to pay for tickets?
178,1,Ticketing & Access,Can I get a refund if an event is cancelled?
179,1,Ticketing & Access,Are there any restrictions on taking large bags into the venue?
180,1,Ticketing & Access,Do I need to show my ticket to enter a specific area of the venue?
181,1,Ticketing & Access,How do I know if my ticket includes access to a particular service?
182,1,Ticketing & Access,Can I purchase a ticket for someone else as a gift?
183,1,Ticketing & Access,What is the procedure for replacing a damaged or worn-out ticket?
184,1,Ticketing & Access,Are there any restrictions on taking cameras or recording devices into the venue?
185,1,Ticketing & Access,Do I need to show my ticket to enter the stadium from a specific entrance?
186,1,Ticketing & Access,How do I report an issue with ticketing customer service?
187,1,Ticketing & Access,Is it possible to buy a ticket at a ticket office inside the venue?
188,1,Ticketing & Access,Can I get a refund if I miss an event due to unforeseen circumstances?
189,1,Ticketing & Access,Are there any restrictions on taking pets into the venue?
190,1,Ticketing & Access,Do I need to show my ticket to enter a VIP area or lounge?
191,1,Ticketing & Access,"How do I know if my ticket includes access to a particular service, such as parking or Wi-Fi?"
192,1,Ticketing & Access,Can I purchase a ticket for a group of people at a discounted rate?
193,1,Ticketing & Access,What is the policy on using a different name on a ticket?
194,1,Ticketing & Access,Are there any restrictions on taking food and drink into the venue that are not allowed?
195,1,Ticketing & Access,Do I need to show my ticket to enter the venue from a specific entrance during peak hours?
196,1,Ticketing & Access,How do I report an issue with ticketing software or systems?
197,1,Ticketing & Access,Is it possible to buy a ticket at a box office outside the venue?
198,1,Ticketing & Access,Can I get a refund if an event is postponed due to weather conditions?
199,1,Ticketing & Access,Are there any restrictions on taking umbrellas into the venue?
200,1,Ticketing & Access,What are the opening hours for site access?
201,1,Ticketing & Access,How do I get a permit to access the site for construction work?
202,1,Ticketing & Access,Do I need to show my ID to enter the site?
203,1,Ticketing & Access,Can I access the site without a permit during non-working hours?
204,1,Ticketing & Access,Are there any restrictions on taking heavy equipment onto the site?
205,1,Ticketing & Access,Do I need to report any damage or issues with the site infrastructure?
206,1,Ticketing & Access,How do I request access to the site for maintenance work?
207,1,Ticketing & Access,What is the process for getting permission to hold an event on the site?
208,1,Ticketing & Access,Can I bring a friend onto the site without their own permit?
209,1,Ticketing & Access,Are there any specific regulations for accessing the site during peak hours?
210,1,Ticketing & Access,How do I get to the Olympic village using public transportation?
211,1,Ticketing & Access,What are the opening hours for public transportation services around the venue?
212,1,Ticketing & Access,Do I need to show my ticket or ID to use public transportation?
213,1,Ticketing & Access,Can I take a bike onto the public transportation system?
214,1,Ticketing & Access,Are there any restrictions on taking luggage onto the public transportation system?
215,1,Ticketing & Access,How do I report an issue with public transportation services?
216,1,Ticketing & Access,What is the best route to take from the city center to the venue using public transportation?
217,1,Ticketing & Access,Do I need to pay for parking if I use a ride-sharing service?
218,1,Ticketing & Access,"Can I access special public transportation services, such as VIP buses?"
219,1,Ticketing & Access,Are there any restrictions on taking pets onto public transportation?
220,1,Ticketing & Access,Where is the nearest parking spot to the venue?
221,1,Ticketing & Access,How much does it cost to park in different areas around the venue?
222,1,Ticketing & Access,Do I need to show my ticket or ID to park near the venue?
223,1,Ticketing & Access,Can I reserve a specific parking spot in advance?
224,1,Ticketing & Access,Are there any restrictions on taking oversized vehicles onto the parking lot?
225,1,Ticketing & Access,"How do I report an issue with parking services, such as a broken payment machine?"
226,1,Ticketing & Access,What is the process for getting permission to park near the site for construction work?
227,1,Ticketing & Access,Do I need to pay for parking if I have a disability permit?
228,1,Ticketing & Access,"Can I access special parking areas, such as VIP parking or designated zones for sponsors?"
229,1,Ticketing & Access,Are there any restrictions on taking trailers onto the parking lot?
230,1,Ticketing & Access,What is the nearest hotel to the venue?
231,1,Ticketing & Access,How do I book a room at an Olympic-approved accommodation?
232,1,Ticketing & Access,Do I need to show my ticket or ID to access my accommodation?
233,1,Ticketing & Access,Can I bring a friend into my accommodation without their own booking?
234,1,Ticketing & Access,Are there any restrictions on taking guests into your accommodation during peak hours?
235,1,Ticketing & Access,"How do I report an issue with accommodation services, such as a broken elevator?"
236,1,Ticketing & Access,What is the process for getting permission to stay in a hotel room after check-out time?
237,1,Ticketing & Access,Do I need to pay for breakfast if I have a pre-paid booking?
238,1,Ticketing & Access,"Can I access special accommodations, such as VIP suites or designated zones for athletes?"
239,1,Ticketing & Access,Are there any restrictions on taking pets into your accommodation?
240,1,Ticketing & Access,What are the accessible routes from the city center to the venue?
241,1,Ticketing & Access,Do I need to show my disability ID to enter the venue?
242,1,Ticketing & Access,Can I bring an assistance animal into the venue without a special permit?
243,1,Ticketing & Access,"Are there any restrictions on taking mobility aids, such as wheelchairs or scooters, onto public transportation?"
244,1,Ticketing & Access,How do I report an issue with accessibility services at the venue?
245,1,Ticketing & Access,What is the process for getting permission to use a designated accessible parking spot?
246,1,Ticketing & Access,Do I need to pay extra for accommodations in your hotel room if I have a disability?
247,1,Ticketing & Access,"Can I access special accommodations, such as VIP suites or designated zones for athletes with disabilities?"
248,1,Ticketing & Access,Are there any restrictions on taking service animals into your accommodation during peak hours?
249,1,Ticketing & Access,How do I request assistance from venue staff due to a disability?
250,2,Sport Events,What's the schedule for the Olympic games?
251,2,Sport Events,When does the marathon start?
252,2,Sport Events,Which team is competing in the final?
253,2,Sport Events,How many medals are awarded in swimming events?
254,2,Sport Events,Who won the gold medal in athletics?
255,2,Sport Events,What time is the morning session of the competitions?
256,2,Sport Events,Can I buy tickets for the event online?
257,2,Sport Events,Which athletes qualified for the finals?
258,2,Sport Events,How do I know if my favorite team made it to the playoffs?
259,2,Sport Events,When does the competition start tomorrow?
260,2,Sport Events,Where can I see the scores of the Olympic games?
261,2,Sport Events,What's the format for the competition?
262,2,Sport Events,Who is competing in the next round?
263,2,Sport Events,Can I watch the event on TV?
264,2,Sport Events,What are the rules for the sport events?
265,2,Sport Events,When does the swimming competition start tomorrow?
266,2,Sport Events,Which athletes will be competing in the final match?
267,2,Sport Events,Where can I see the live scores of the Olympic games?
268,2,Sport Events,What's the schedule for the athletics events tomorrow?
269,2,Sport Events,Can I buy tickets for the event online now?
270,2,Sport Events,Who is competing in the next round of the competition?
271,2,Sport Events,When does the morning session start for the competitions?
272,2,Sport Events,Which team will be playing in the final match tomorrow?
273,2,Sport Events,Where can I see the results of the Olympic games?
274,2,Sport Events,What's the format for the Olympic swimming events?
275,2,Sport Events,I'm looking for information on athletics event schedules
276,2,Sport Events,The competition is in the semi-finals phase
277,2,Sport Events,I need to know the points required for a gold medal in judo
278,2,Sport Events,What time is the morning session of the competitions tomorrow?
279,2,Sport Events,Which athletes are competing in swimming events today?
280,2,Sport Events,Can you tell me about the performance metrics for track and field events?
281,2,Sport Events,"The competition is in the heats phase, what's next?"
282,2,Sport Events,I'm interested in learning more about the Olympic schedules for water polo
283,2,Sport Events,What time is the final match of the Olympics tomorrow?
284,2,Sport Events,How many points are awarded in the Olympic gymnastics competitions?
285,2,Sport Events,When does the competition start tomorrow?
286,2,Sport Events,Which team will be playing in the next round?
287,2,Sport Events,Can I buy tickets for the event online now?
288,2,Sport Events,Where can I see the results of the Olympics?
289,2,Sport Events,What's the format for the Olympic swimming events?
290,2,Sport Events,Who is competing in the final match?
291,2,Sport Events,When does the morning session start tomorrow?
292,2,Sport Events,Which athletes will be competing in the semi-finals phase?
293,2,Sport Events,Can you tell me about the performance metrics for track and field events?
294,2,Sport Events,How many medals are awarded in athletics events?
295,2,Sport Events,What time is the next round of competitions tomorrow?
296,2,Sport Events,I'm looking for information on Olympic schedules
297,2,Sport Events,"The competition is in the heats phase, what's next?"
298,2,Sport Events,Which team will be playing in the final match tomorrow?
299,2,Sport Events,Can you tell me about the Olympic swimming event format?
300,2,Sport Events,Where can I see the live scores of the Olympics?
301,2,Sport Events,What time is the semi-finals phase of competitions tomorrow?
302,2,Sport Events,Which athletes are competing in track and field events today?
303,2,Sport Events,How many points are awarded in the Olympic gymnastics competitions?
304,2,Sport Events,Can I buy tickets for the Olympic event online now?
305,2,Sport Events,When does the competition start tomorrow morning?
306,2,Sport Events,Who will be competing in the next round of swimming events?
307,2,Sport Events,Where can I see the results of the Olympics tomorrow?
308,2,Sport Events,What time is the final match of the Olympics tomorrow afternoon?
309,2,Sport Events,Which team will be playing in the semi-finals phase?
310,2,Sport Events,Can you tell me about the Olympic track and field event format?
311,2,Sport Events,When does the competition start tomorrow evening?
312,2,Sport Events,Which athletes are competing in the semi-finals phase today?
313,2,Sport Events,How many medals are awarded in swimming events?
314,2,Sport Events,What time is the next round of competitions tomorrow afternoon?
315,2,Sport Events,I'm looking for information on Olympic schedules
316,2,Sport Events,"The competition is in the final phase, what's next?"
317,2,Sport Events,Where can I see the live scores of the Olympics tomorrow morning?
318,2,Sport Events,Can you tell me about the performance metrics for gymnastics events?
319,2,Sport Events,Which team will be playing in the final match tomorrow evening?
320,2,Sport Events,How many points are awarded in track and field events?
321,2,Sport Events,What time is the semi-finals phase of competitions tomorrow afternoon?
322,2,Sport Events,I'm looking for information on Olympic swimming event schedules
323,2,Sport Events,Can you tell me about the Olympic gymnastics event format?
324,2,Sport Events,Where can I see the results of the Olympics tomorrow evening?
325,3,Program & Planning,What is the schedule for day one of the Olympic games?
326,3,Program & Planning,When do the opening ceremonies take place?
327,3,Program & Planning,How can I find out what time my favorite event starts?
328,3,Program & Planning,Is there a detailed schedule available online?
329,3,Program & Planning,Can you provide me with the program for each day of the Olympics?
330,3,Program & Planning,What events are happening on July 25th?
331,3,Program & Planning,How long will the closing ceremony last?
332,3,Program & Planning,When do the Olympic torch relay events take place?
333,3,Program & Planning,Can I get a list of all scheduled events by date?
334,3,Program & Planning,What time does the opening ceremony begin?
335,3,Program & Planning,Are there any changes to the original schedule announced?
336,3,Program & Planning,How can I plan my day around specific events?
337,3,Program & Planning,What is the format for the daily schedules?
338,3,Program & Planning,When do the evening sessions take place?
339,3,Program & Planning,Can you provide me with a printable version of the program?
340,3,Program & Planning,Is there an app that shows live updates on the schedule?
341,3,Program & Planning,How many events are scheduled per day?
342,3,Program & Planning,When will the final event of each day be held?
343,3,Program & Planning,What is the procedure for changes to the original schedule?
344,3,Program & Planning,Can I get a summary of all events by date and time?
345,3,Program & Planning,Is there a priority list for events?
346,3,Program & Planning,Will there be any special events on specific dates?
347,3,Program & Planning,How can I find out if an event has been postponed?
348,3,Program & Planning,Are there any interactive tools to help me plan my day?
349,3,Program & Planning,Can you provide me with the schedule for a specific venue?
350,3,Program & Planning,When do the morning sessions take place?
351,3,Program & Planning,Is there a summary of all events by duration?
352,3,Program & Planning,How many hours will the opening ceremony last?
353,3,Program & Planning,What is the policy on changes to the original schedule?
354,3,Program & Planning,Will there be any breaks between events?
355,3,Program & Planning,Can I get a list of all events with their start times?
356,3,Program & Planning,When do the Olympic games officially begin?
357,3,Program & Planning,Are there any events happening simultaneously?
358,3,Program & Planning,How can I find out what's happening on a specific date and time?
359,3,Program & Planning,Is there an online calendar that shows the schedule?
360,3,Program & Planning,Will there be any special ceremonies during the Olympics?
361,3,Program & Planning,Can you provide me with the schedule for each venue?
362,3,Program & Planning,When do the evening sessions begin and end?
363,3,Program & Planning,How can I find out if an event has been rescheduled?
364,3,Program & Planning,Are there any priority events that require earlier access?
365,3,Program & Planning,Is there a daily planner available online?
366,3,Program & Planning,Will there be any live updates on the schedule during the Olympics?
367,3,Program & Planning,Can I get a list of all events by category?
368,3,Program & Planning,When do the Olympic games officially end?
369,3,Program & Planning,How can I plan my day around specific categories of events?
370,3,Program & Planning,Are there any interactive tools to help me find events?
371,3,Program & Planning,Will there be any special announcements about changes to the schedule?
372,3,Program & Planning,Can you provide me with the schedule for a specific category of events?
373,3,Program & Planning,Is there an online tool that allows me to create my own schedule?
374,3,Program & Planning,How can I get notified when there are changes to the original schedule?
375,3,Program & Planning,What is the official program for the Olympic games?
376,3,Program & Planning,Will there be any printed copies available at each venue?
377,3,Program & Planning,Can you provide me with a summary of all events by category?
378,3,Program & Planning,Are there any special programs for specific dates or events?
379,3,Program & Planning,How can I get access to the official program?
380,3,Program & Planning,Is there an online version of the program that I can view?
381,3,Program & Planning,Will there be any updates made to the original program?
382,3,Program & Planning,Can you provide me with a printable version of the event schedule?
383,3,Program & Planning,Are there any programs available for specific venues or categories?
384,3,Program & Planning,How many events are included in the official program?
385,3,Program & Planning,Is there a section for each venue's schedule and events?
386,3,Program & Planning,Will there be any special announcements about changes to the original program?
387,3,Program & Planning,Can you provide me with a list of all events by category?
388,3,Program & Planning,Are there any priority events that require earlier access through the program?
389,3,Program & Planning,How can I find out what's included in the official program?
390,3,Program & Planning,Is there an online tool that allows me to create my own event schedule?
391,3,Program & Planning,Will there be any live updates on the program during the Olympics?
392,3,Program & Planning,Can you provide me with a printable version of the program by date and time?
393,3,Program & Planning,Are there any programs available for specific dates or events?
394,3,Program & Planning,How can I get notified when there are changes to the original program?
395,3,Program & Planning,Is there an app that allows me to view the official program?
396,3,Program & Planning,Will there be any special sections for side events or ceremonies?
397,3,Program & Planning,Can you provide me with a summary of all events by duration?
398,3,Program & Planning,Are there any programs available for specific categories of events?
399,3,Program & Planning,How can I find out what's happening on a specific date and time through the program?
400,3,Program & Planning,Is there an online calendar that shows the official program?
401,3,Program & Planning,Will there be any priority access to certain events through the program?
402,3,Program & Planning,Can you provide me with a list of all events by start time?
403,3,Program & Planning,Are there any programs available for specific venues or categories?
404,3,Program & Planning,How can I get access to the official program for specific dates?
405,3,Program & Planning,Is there an online tool that allows me to plan my day around specific events?
406,3,Program & Planning,Will there be any special announcements about changes to the original program?
407,3,Program & Planning,Can you provide me with a printable version of the event schedule by date and time?
408,3,Program & Planning,Are there any priority events that require earlier access through the program?
409,3,Program & Planning,How can I find out what's included in the official program?
